Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,CORSIA Eligible,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1327,CAOD6327,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-4,"Perfect Score Too, LTD",none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,No,Bowling Green,OHIO,US,,,,65097,12/21/2018,05/15/2019,View,View,www.perfectcycle.com
CAR1418,CAOD6418,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-5,"Perfect Score Too, LTD",none,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Active ARB Project,No,Bowling Green,OHIO,US,,,,49687,09/03/2020,02/23/2021,View,View,www.perfectcycle.com
CAR1580,NA,,"My Green Earth, LP","My Green Earth, LP",Pfister Ranch Avoided Conversion,Bart Dingfelder,None,"TUV SUD America, Inc.",Avoided Grassland Conversion,Listed,Not ARB Eligible,No,Yellowstone County; Musselshell County,MONTANA,US,,,,,11/10/2022,,View,View,
CAR1070,CAFR5090,,Yurok Tribe,Yurok Tribe,Phase 1 Sustainable Forest Project,Yurok Tribe,N/A,"TUV SUD America, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Humboldt County,CALIFORNIA,US,,,Reported under CAR777 prior to transition to the ARB Compliance Offset Protocol,816381,08/18/2014,01/28/2019,View,View,
CAR1480,NA,,Ascend Performance Materials Operations LLC,Ascend Performance Materials Operations LLC,Phlogiston Phase I,,,"Agri-Waste Technology, Inc.",Adipic Acid,Registered,Not ARB Eligible,No,"Cantonment, FL",FLORIDA,US,,,,12738951,03/03/2021,10/26/2021,View,View,
CAR1368,CAFR6368,,Hoopa Valley Tribe,Hoopa Valley Tribe,Pine Creek Improved Forest Management Project,Hoopa Valley Tribe,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Humboldt County,CALIFORNIA,US,,,,494904,07/09/2019,04/10/2020,View,View,
CAR1874,NA,,"Columbus Power Producers, LLC","Columbus Power Producers, LLC",Pine Grove Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,No,"Muscogee County, GA",GEORGIA,US,,,,,12/29/2023,,View,View,
CAR1177,CALS5197,,"Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC",None,,Livestock - ARB Compliance,Completed,,No,"Tulare County, city of Pixley",CALIFORNIA,US,,,,22375,08/18/2015,08/03/2016,View,View,
CAR676,NA,,W. Brinkley Melvin,W. Brinkley Melvin,Pocosin Lakes Forest Conservation Project,,,"TUV SUD America, Inc.",Avoided Conversion,Registered,Not ARB Eligible,No,Tyrrell County,NORTH CAROLINA,US,,,,257042,10/04/2010,12/14/2012,View,View,
CAR1233,CALS5293,,"3Degrees Group, Inc","3Degrees Group, Inc",Port of Tillamook Bay Regional Anaerobic Digester,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Tillamook Bay,OREGON,US,,,,22294,07/05/2016,11/04/2016,View,View,
CAR1440,NA,CARC1431,SENDAS AC,"Predio Las Cañadas, Ricardo Romero",Predio Las Cañadas,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Ayahualulco,VERACRUZ,MX,,,,,07/22/2020,,View,View,
CAR1438,NA,CARC1431,SENDAS AC,Predio Las Piedras,Predio Las Piedras,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,Yes,Acajete,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,2818,07/22/2020,04/01/2021,View,View,
CAR1597,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",PREDIO RUSTICO DENOMINADO ZALEAS,PREDIO RUSTICO DENOMINADO ZALEAS,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,TOPIA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,2406,09/28/2022,02/07/2024,View,View,
CAR630,NA,,City of Presque Isle,City of Presque Isle,Presque Isle Landfill,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Northern Maine; Aroostook County; Presque Isle,MAINE,US,,,,4311,04/22/2010,10/26/2012,View,View,
CAR1737,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO EL RINCON,ProCarbono: Ejido El Rincón,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Ejido El Rincón, Tepehuanes, Durango",DURANGO,MX,,,,6024,05/05/2023,02/27/2024,View,View,www.carbonof.com/El Rincon
CAR1884,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO LAGUNA DE LA CHAPARRA,ProCarbono: Ejido Laguna de la Chaparra,,,NOVA CERT LLC,Forestry - MX,Listed,Not ARB Eligible,No,"Ejido Laguna de la Chaparra, municipio Santiago Papasquiaro",DURANGO,MX,,,,,12/04/2023,,View,View,https://carbonof.com/es/Laguna_dela_Chaparra
CAR1735,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO LAS HACIENDITAS Y ANEXOS,ProCarbono: Ejido Las Hacienditas y Anexos,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Rancho Bajío de Vacas (Bajío de Atocha), Otaez, Durango",DURANGO,MX,,,,32802,02/15/2023,03/06/2024,View,View,www.carbonof.com/hacienditas
CAR1675,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",Ejido Quebrada de Cebollas,ProCarbono: Ejido Quebrada de Cebollas,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Rancho El Bonete, Santiago Papasquiaro, Durango",DURANGO,MX,,,,28410,12/14/2022,02/28/2024,View,View,www.carbonof.com/quebrada-de-cebollas
CAR1736,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO SILVESTRE REVUELTAS,ProCarbono: Ejido Silvestre Revueltas,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Cienega de Salpica El Agua, Santiago Papasquiaro, Durango",DURANGO,MX,,,,6423,04/27/2023,02/16/2024,View,View,www.carbonof.com/Silvestre
CAR1704,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO LOS ALTARES,ProCarbono: Ejios Los Altares,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Rancho Los Altares, Santiago Papasquiaro, Durango",DURANGO,MX,,,,65985,01/10/2023,01/24/2024,View,View,https://carbonof.com/los-altares
CAR1797,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,C.P. PRODUCTORA SILVÍCOLA MARTE,PRODUCTORA SILVÍCOLA MARTE S.P.R. DE R.L.,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Chignahuapan,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1306,NA,,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Ejido de San Nicolás Totolapan,"Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX",,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Delegación Magdalena Contreras,DISTRITO FEDERAL,MX,,,,4248,06/01/2018,08/28/2018,View,View,
CAR1643,NA,CARC1639,BRET Consultores,EJIDO BABUREACHI,Proyecto de Captura de Carbono Forestal Ejido Babureachi,,,,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Babureachi,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1644,NA,CARC1639,BRET Consultores,EJIDO BOCOYNA,Proyecto de Captura de Carbono Forestal Ejido Bocoyna,,,,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Bocoyna,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1642,NA,CARC1639,BRET Consultores,San Ignacio de Arareco,Proyecto de Captura de Carbono Forestal Ejido San Ignacio de Arareco,,,,Forestry - MX,Listed,Not ARB Eligible,No,Bocoyna,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1645,NA,CARC1639,BRET Consultores,EJIDO TALAYOTES,Proyecto de Captura de Carbono Forestal Ejido Talayotes,,,,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Talayotes,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1377,NA,,Bienes Comunales Santiago Tlacotepec,Bienes Comunales Santiago Tlacotepec,Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Estado de México,STATE OF MÉXICO,MX,,,,14126,10/04/2019,07/14/2020,View,View,
CAR1829,NA,,Yaax Carbon,SAN JERONIMO COATLAN,Proyecto Forestal de Captura de Carbono Comunidad San Jerónimo Coatlán,,,,Forestry - MX,Registered,Not ARB Eligible,No,San Jerónimo Coatlán,OAXACA,MX,,,,410885,09/19/2023,05/16/2024,View,View,N/A
CAR1621,NA,CARC1634,Forest Rangers Alliance,EJIDO 20 DE NOVIEMBRE,Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,11210,09/15/2022,04/30/2024,View,View,No aplica
CAR1622,NA,CARC1634,Forest Rangers Alliance,EJIDO ALVARO OBREGON,Proyecto Forestal de Captura de Carbono del Ejido Álvaro Obregón,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,29898,09/16/2022,04/30/2024,View,View,N/A
CAR1623,NA,CARC1634,Forest Rangers Alliance,EJIDO XMEJIA,Proyecto Forestal de Captura de Carbono del Ejido Xmejia,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,26576,09/15/2022,04/30/2024,View,View,NA
CAR1942,NA,,Juan Carlos Leyva Reyes,EJIDO BABORIGAME,Proyecto Forestal de Captura de Carbono Ejido Baborigame,,,,Forestry - MX,Listed,Not ARB Eligible,No,Baborigame,CHIHUAHUA,MX,,,,,04/03/2024,,View,View,N/A
CAR1952,NA,,Juan Carlos Leyva Reyes,EJIDO CEBADILLAS DE DOLORES,Proyecto Forestal de Captura de Carbono Ejido Cebadilla de Dolores,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Ciudad Madera,CHIHUAHUA,MX,,,,,04/03/2024,,View,View,N/A
CAR1852,NA,,Juan Carlos Leyva Reyes,EJIDO EL TULE Y PORTUGAL,Proyecto Forestal de Captura de Carbono Ejido El Tule y Portugal,,,,Forestry - MX,Listed,Not ARB Eligible,No,Comunidad Mesa de la Cruz,CHIHUAHUA,MX,,,,,10/20/2023,,View,View,N/A
CAR1995,NA,,Juan Carlos Leyva Reyes,Ejido La Trinidad y Sus Anexos,Proyecto Forestal de Captura de Carbono Ejido La Trinidad y sus Anexos,,,,Forestry - MX,Listed,Not ARB Eligible,No,Municipio de Guadalupe y Calvo,CHIHUAHUA,MX,,,,,07/12/2024,,View,View,
CAR1853,NA,,Juan Carlos Leyva Reyes,Ejido Llano Blanco u Ojo Frío,Proyecto Forestal de Captura de Carbono Ejido Llano Blanco,,,,Forestry - MX,Listed,Not ARB Eligible,No,Ejido Llano Blanco u Ojo Frío,CHIHUAHUA,MX,,,,,11/02/2023,,View,View,N/A
CAR1941,NA,,Benedicto Vargas Larreta,COMUNIDAD SAN BERNARDINO DE MILPILLAS CHICO,Proyecto Forestal de Carbono Comunidad San Bernardino de Milipillas Chico,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Comunidad de San Bernardino de Milpillas Chico,DURANGO,MX,,,,,03/01/2024,,View,View,N/A
CAR1506,NA,CARC1504,Forest Rangers Alliance,Ejido Lazaro Cardenas Numero 2,Proyecto forestal de carbono del Ejido Lázaro Cárdenas Número 2,,,,Forestry - MX,Registered,Not ARB Eligible,Yes,Calkmul,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,2067,07/21/2021,08/05/2022,View,View,
CAR1505,NA,CARC1504,Forest Rangers Alliance,Pioneros de Rio Xhon-Ha,Proyecto forestal de carbono del Ejido Pioneros de Río Xhon - Ha,,,,Forestry - MX,Registered,Not ARB Eligible,Yes,Calakmul,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,6007,07/21/2021,08/05/2022,View,View,
CAR1584,NA,,Geronimo Quiñonez Barraza,Ejido San Diego de Tezains,"Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, México",,,,Forestry - MX,Registered,Not ARB Eligible,No,Durango,DURANGO,MX,,1. No Poverty;5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action,,606293,05/26/2022,08/04/2023,View,View,https://drive.google.com/drive/folders/1p_UCTyUQEEj8U7HPP9rDCPF4kMO3zvhA?usp=sharing
CAR1507,NA,,Forest Rangers Alliance,Ejido Xbonil,Proyecto forestal de carbono del Ejido Xbonil,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Yes,Xbonil,CAMPECHE,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,20662,07/21/2021,08/05/2022,View,View,
CAR1847,NA,,Benedicto Vargas Larreta,Ejido La Ciudad,Proyecto Forestal de Carbono Ejido La Ciudad,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Ejido La Ciudad, Pueblo Nuevo",DURANGO,MX,,,,64179,10/11/2023,07/08/2024,View,View,
CAR1593,NA,,Juan Carlos Leyva Reyes,Ejido Madera,Proyecto Forestal de Carbono Ejido Madera,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Ciudad Madera,CHIHUAHUA,MX,,,,19555,06/14/2022,12/16/2022,View,View,
CAR1549,NA,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Jesús Aguirre Pizarro,Proyecto Forestal de Carbono La Mariana,,,,Forestry - MX,Listed,Not ARB Eligible,No,"Municipios de Mixtlán, Cuatla y Mascota",JALISCO,MX,,,,,02/23/2022,,View,View,https://www.clusterforestal.org/
CAR1550,NA,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Edson Jesús Aguirre Alcalá,Proyecto Forestal de Carbono Los Cerritos,,,,Forestry - MX,Listed,Not ARB Eligible,No,Municipio de Atenguillo,JALISCO,MX,,,,,02/23/2022,,View,View,https://www.clusterforestal.org/
CAR1465,NA,,Juan Carlos Leyva Reyes,Comunidad Agraria Pueblos Mancomunados,Pueblos Mancomunados de Oaxaca,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,Yes,Oaxaca de Juarez,OAXACA,MX,,1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;13. Climate Action,,32378,05/06/2021,07/05/2022,View,View,
CAR1363,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Puentecillas y Anexos,Puentecillas y Anexos - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Omitlan de Juarez; Puentecillas,HIDALGO,MX,,,,3618,06/24/2019,02/25/2021,View,View,
CAR781,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #2,,,"TUV SUD America, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,35437,10/14/2010,12/16/2010,View,View,www.purechemseparation.com
CAR805,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #3,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,"El Dorado, AR",ARKANSAS,US,,,,55730,02/11/2011,05/03/2011,View,View,www.purechemseparation.com
CAR832,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #4,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,30061,05/26/2011,09/12/2011,View,View,www.purechemseparation.com
CAR833,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #5,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,238687,05/26/2011,09/08/2011,View,View,www.purechemseparation.com
CAR1082,CALS5091,,Whole Energy Fuels Corporation,Whole Energy Fuels Corporation,Qualco Energy,Qualco Energy,none,,Livestock - ARB Compliance,Completed,Inactive,No,Monroe,WASHINGTON,US,,,,,07/28/2014,,View,View,www.qualco-energy.org/
CAR822,NA,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation","Rainier Biogas, LLC",,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,No,King County; Enumclaw,WASHINGTON,US,,,,52048,05/19/2011,10/15/2015,View,View,www.nativeenergy.com/pages/rainier_farm_biogas_project/626.php
CAR1237,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Raven's Nest Nature Preserve,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Bent County,COLORADO,US,,,,14135,08/31/2016,07/12/2018,View,View,Southern Plains Land Trust
CAR1381,CAFR6381,,Sierra Pacific Industries,Sierra Pacific Industries,RBS 2019,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Shasta County,CALIFORNIA,US,,,"CAR1378, CAR1379 and CAR1380 combined into this project moving forward (5/14/2021)",1925806,05/12/2021,06/07/2022,View,View,
CAR508,NA,,Raleigh County Solid Waste Authority,Raleigh County Solid Waste Authority,RCSWA Landfill GHG Project,,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Beckley, Raleigh County, West Virginia",WEST VIRGINIA,US,,,,71124,12/11/2009,04/20/2012,View,View,www.raleigh-swa.org
CAR496,NA,,Recology Hay Road,Recology Hay Road,Recology Hay Road LFG,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Solano County,CALIFORNIA,US,,,,138153,12/15/2009,12/21/2010,View,View,
CAR600,NA,,Recology Yuba Sutter,Recology Yuba Sutter,Recology Yuba-Sutter North Area LFG,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Yuba County,CALIFORNIA,US,,,Project exceeded regulatory threshold requiring LFG destruction on 12/17/2013. No longer eligible,35280,04/22/2010,09/12/2011,View,View,
CAR628,NA,,Refrigerant Exchange Corp.,Refrigerant Exchange Corp.,Refex ODS California 2010,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,Bowling Green,OHIO,US,,,,33928,07/19/2010,08/30/2011,View,View,www.refex.com
CAR1344,NA,,PLANALTO S.P.R. DE R.L.,PLANALTO S.P.R. DE R.L.,Reforesting the Land of the Jaguar,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,"Palizada, Campeche",CAMPECHE,MX,,,,,05/30/2019,,View,View,www.planalto.mx
CAR1654,NA,,PLANALTO S.P.R. DE R.L.,PLANALTO S.P.R. DE R.L.,Reforesting the Land of the Jaguar,,,,Forestry - MX,Completed,Not ARB Eligible,No,Palizada,CAMPECHE,MX,,,,,,,View,View,www.planalto.mx
CAR1990,NA,,Sistemas Electricos Metropolitanos,Sistemas Electricos Metropolitanos,Relleno Sanitario Bordo Poniente IV Etapa,,,,Landfill - MX,Listed,Not ARB Eligible,No,"Zona Fedreal del Lago de Texcoco, Km. 2.1 2.5 de la autopista México  Peñon–Texcoco,  Estado de México.",STATE OF MÉXICO,MX,,,,,06/10/2024,,View,View,
CAR1321,CALS6321,,"3Degrees Group, Inc","3Degrees Group, Inc",Remley Family Farms Anaerobic Digester,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Roaring Branch,PENNSYLVANIA,US,,,,17710,10/16/2018,04/28/2020,View,View,
CAR818,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Domestic Project #1,"Reclamation Technologies, Inc.",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,"Bowling Green, Ohio",OHIO,US,,,,210613,04/25/2011,09/01/2011,View,View,www.remtec.net
CAR883,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Domestic Project #2,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,"Port Arthur, TX",TEXAS,US,,,,160623,07/28/2011,10/29/2011,View,View,www.remtec.net
CAR691,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Import Project #1,,,,Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,No,Mexico,ARKANSAS,US,,,,2602812,05/06/2010,06/21/2011,View,View,www.remtec.net
CAR974,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec ODS Destruction Domestic Project #2,Reclamation Technologies Inc.,none,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,"Bowling Green, Ohio",OHIO,US,,,,156882,10/10/2012,12/28/2012,View,View,www.remtec.net
CAR811,NA,,"East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Rentech Energy Midwest Corporation – Nitric Acid Plant 1,,,,Nitric Acid N2O- Tertiary Catalyst,Registered,Not ARB Eligible,No,"Jo Daviess County, East Dubuque",ILLINOIS,US,,,,1339597,02/23/2011,04/07/2012,View,View,
CAR1027,NA,,"East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC","Rentech Nitrogen, LLC - Nitric Acid Plant 2",,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,No,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,,,1340034,05/14/2014,07/13/2015,View,View,
CAR516,NA,,"Republic Services Alliance Group II, Inc.","Republic Services Alliance Group II, Inc.",Resource Recovery Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Cherryvale,KANSAS,US,,,,94444,11/12/2009,10/19/2010,View,View,
CAR1745,NA,CARC1741,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Adolfo de la Huerta,Restauración Forestal Adolfo de la Huerta,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Localidad Adolfo de la Huerta, Jose Maria Morelos",QUINTANA ROO,MX,,,,,04/27/2023,,View,View,www.canopiacarbon.com
CAR1749,NA,CARC1741,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Chunkanan,Restauración Forestal Chunkanan,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Localidad Chunkanan, Hecelchakan",CAMPECHE,MX,,,,,04/27/2023,,View,View,
CAR1748,NA,CARC1741,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido General Francisco Villa,Restauración Forestal General Francisco Villa,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Localidad Gral Francisco Villa, Jose Maria Morelos",QUINTANA ROO,MX,,,,,04/27/2023,,View,View,
CAR1893,NA,CARC1821,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Kankabchen 2,Restauración Forestal Kankabchen,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Jose Maria Morelos, Quintana Roo",QUINTANA ROO,MX,,,,,04/11/2024,,View,View,
CAR1899,NA,CARC1821,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Laguna Guerrero,Restauración Forestal Laguna Guerrero,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Othon P. Blanco, Quintana Roo",QUINTANA ROO,MX,,,,,04/12/2024,,View,View,
CAR1924,NA,CARC1920,CANOPIA CARBON S.A.P.I. DE C.V.,Comunidad San Juan Bautista Jayacatlan,Restauración Forestal MFM Jayacatlan,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,"San Juan Bautista Jayacatlán, Etla, Oaxaca",OAXACA,MX,,,,,07/11/2024,,View,View,
CAR1925,NA,CARC1920,CANOPIA CARBON S.A.P.I. DE C.V.,Comunidad Santa Maria Tejotepec,Restauración Forestal MFM Tejotepec,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,"San Jerónimo Sosola, Etla, Oaxaca",OAXACA,MX,,,,,07/11/2024,,View,View,
CAR1767,NA,CARC1741,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido NCPA Yalcoba Nuevo,Restauración Forestal NCPA Yalcoba Nuevo,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Localidad Yalcoba Nuevo, Tekax",YUCATÁN,MX,,,,,04/27/2023,,View,View,
CAR1975,NA,,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Nuevo Xcan,Restauración Forestal Nuevo Xcan,,,,Forestry - MX,Listed,Not ARB Eligible,No,"Lázaro Cárdenas, Quintana Roo",QUINTANA ROO,MX,,,,,07/08/2024,,View,View,
CAR1747,NA,CARC1741,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido Puerto Arturo,Restauración Forestal Puerto Arturo,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Localidad Puerto Arturo, Jose Maria Morelos",QUINTANA ROO,MX,,,,,04/27/2023,,View,View,
